2020-10-13T17:00:00,41
2020-10-14T17:00:00,43
2020-10-15T17:00:00,83
2020-10-16T17:00:00,55
2020-10-17T17:00:00,47
2020-10-18T17:00:00,69
2020-10-19T17:00:00,73
2020-10-20T17:00:00,89
2020-10-21T17:00:00,127
2020-10-22T17:00:00,136
2020-10-23T17:00:00,91
2020-10-24T17:00:00,151
2020-10-25T17:00:00,128
2020-10-26T17:00:00,141
2020-10-27T17:00:00,221
2020-10-28T17:00:00,205
2020-10-29T17:00:00,217
2020-10-30T17:00:00,199
2020-10-31T17:00:00,297
2020-11-01T17:00:00,208
2020-11-02T17:00:00,233
2020-11-03T17:00:00,353
2020-11-04T17:00:00,335
2020-11-05T17:00:00,445
2020-11-06T17:00:00,446
2020-11-07T17:00:00,425
2020-11-08T17:00:00,331
2020-11-09T17:00:00,356
2020-11-10T17:00:00,580
2020-11-11T17:00:00,623
2020-11-12T17:00:00,636
2020-11-13T17:00:00,550
2020-11-14T17:00:00,544
2020-11-15T17:00:00,546
2020-11-16T17:00:00,504
2020-11-17T17:00:00,731
2020-11-18T17:00:00,753
2020-11-19T17:00:00,653
2020-11-20T17:00:00,699
2020-11-21T17:00:00,692
2020-11-22T17:00:00,562
2020-11-23T17:00:00,630
2020-11-24T17:00:00,853
2020-11-25T17:00:00,722
2020-11-26T17:00:00,822
2020-11-27T17:00:00,827
2020-11-28T17:00:00,686
2020-11-29T17:00:00,541
2020-11-30T17:00:00,672
2020-12-01T17:00:00,785
2020-12-02T17:00:00,684
2020-12-03T17:00:00,993
2020-12-04T17:00:00,814
2020-12-05T17:00:00,662
2020-12-06T17:00:00,564
2020-12-07T17:00:00,528
2020-12-08T17:00:00,634
2020-12-09T17:00:00,499
2020-12-10T17:00:00,887
2020-12-11T17:00:00,761
2020-12-12T17:00:00,649
2020-12-13T17:00:00,484
2020-12-14T17:00:00,491
2020-12-15T17:00:00,846
2020-12-16T17:00:00,680
2020-12-17T17:00:00,683
2020-12-18T17:00:00,674
2020-12-19T17:00:00,553
2020-12-20T17:00:00,352
2020-12-21T17:00:00,415
2020-12-22T17:00:00,628
2020-12-23T17:00:00,553
2020-12-24T17:00:00,505
2020-12-25T17:00:00,459
